Date,CAT,DE,HON,GE,LMT,NOC,RTX,BA,MMM,ITW,EMR,ETN,PH,GD,UPS,FDX,CMI,DAL,LUV,UNP,NSC,CSX,ROP,ROK,OTIS
2021-01-26,171.1367645263672,278.2721862792969,171.1269989013672,55.069793701171875,290.4288635253906,271.0250549316406,59.916629791259766,202.05999755859375,122.35968780517578,179.02857971191406,73.80919647216797,111.2624282836914,249.798828125,135.394775390625,131.32135009765625,227.95382690429688,218.5944061279297,38.252044677734375,42.80712127685547,179.9150848388672,214.57818603515625,27.0609188079834,406.07611083984375,224.3621063232422,58.908382415771484
2021-01-27,165.1217041015625,263.90777587890625,169.69703674316406,55.50878143310547,292.0272216796875,270.22064208984375,58.40087890625,194.02999877929688,129.8007354736328,175.11114501953125,71.6730728149414,105.84398651123047,233.78424072265625,137.55636596679688,128.24636840820312,221.70877075195312,211.75723266601562,37.47377395629883,41.25593185424805,174.7708282470703,212.37008666992188,26.144657135009766,408.6937255859375,221.2415008544922,57.73039245605469
2021-01-28,168.51316833496094,275.4048767089844,172.64195251464844,54.094234466552734,288.0048522949219,270.95111083984375,60.781497955322266,197.22999572753906,127.55448913574219,176.85919189453125,73.07915496826172,109.00476837158203,248.39569091796875,135.48486328125,127.93728637695312,221.67221069335938,214.50271606445312,38.99140167236328,41.67642593383789,181.03030395507812,217.91275024414062,27.020402908325195,411.4475402832031,230.55740356445312,59.205196380615234
2021-01-29,167.14195251464844,271.4941101074219,166.28407287597656,52.0943603515625,282.6388244628906,265.0148620605469,59.4975700378418,194.19000244140625,122.15802764892578,174.0981903076172,71.51986694335938,108.46106719970703,247.5258026123047,132.10740661621094,126.09063720703125,214.8702392578125,207.61244201660156,36.92898178100586,41.059688568115234,177.59478759765625,213.25332641601562,26.72745132446289,382.3330078125,228.1068115234375,59.96580123901367
2021-02-01,168.86056518554688,274.6998291015625,166.44577026367188,52.38702392578125,284.5797119140625,270.28533935546875,59.702640533447266,195.83999633789062,121.49044036865234,174.69879150390625,72.8448257446289,111.99964904785156,250.87460327148438,132.99908447265625,127.11563110351562,218.43101501464844,206.32823181152344,36.792781829833984,41.85397720336914,178.6110382080078,216.21847534179688,27.129484176635742,380.82470703125,227.3266143798828,59.87303161621094
2021-02-02,175.97259521484375,284.4108581542969,170.32691955566406,54.82590866088867,292.194091796875,277.39599609375,62.5379753112793,200.94000244140625,121.71293640136719,177.7108612060547,75.5127182006836,110.98600006103516,251.0523223876953,134.93545532226562,130.39401245117188,221.40745544433594,207.1519317626953,37.74616622924805,42.62956619262695,185.20323181152344,222.02247619628906,27.936664581298828,387.2860107421875,231.76893615722656,59.956512451171875
2021-02-03,175.0127410888672,283.09466552734375,169.4927978515625,54.630794525146484,291.921875,278.08026123046875,62.930301666259766,207.38999938964844,122.03285217285156,176.9578094482422,75.42259979248047,110.1566162109375,253.70895385742188,137.87161254882812,129.9221649169922,220.30270385742188,208.60435485839844,38.699546813964844,43.49860763549805,183.79129028320312,221.9323272705078,27.836936950683594,390.8765869140625,225.2248077392578,59.40925979614258
2021-02-04,175.19554138183594,290.737548828125,170.72691345214844,55.8502311706543,296.1726379394531,279.10662841796875,64.80268859863281,210.63999938964844,123.15943145751953,176.6530303955078,75.85520935058594,111.07814025878906,251.61367797851562,141.87948608398438,131.99655151367188,226.5386199951172,205.54005432128906,39.818321228027344,45.909481048583984,183.8722381591797,222.2128448486328,27.55644989013672,392.8811950683594,221.44337463378906,58.704322814941406
2021-02-05,176.42965698242188,290.7093811035156,172.71006774902344,55.60634994506836,296.0057067871094,276.2771301269531,64.49061584472656,207.92999267578125,124.48770904541016,181.2517547607422,77.61280822753906,112.36825561523438,261.4263916015625,143.0413360595703,133.72117614746094,232.8292999267578,203.37020874023438,40.032344818115234,46.7691764831543,183.64736938476562,222.29434204101562,27.596967697143555,394.0488586425781,222.93028259277344,59.29795455932617
2021-02-08,180.49758911132812,298.04193115234375,173.5100860595703,56.63066864013672,296.7083740234375,277.5162048339844,64.63327026367188,211.9499969482422,125.7046890258789,183.08950805664062,77.98233032226562,110.78325653076172,260.6500244140625,143.77987670898438,132.96461486816406,235.05711364746094,211.3232879638672,42.06557846069336,48.815616607666016,183.575439453125,220.61122131347656,27.194931030273438,396.19940185546875,226.941162109375,59.1124382019043
